120322-bin51|PROKKA_MOD_00001	COG0001
120619-bin26|PROKKA_MOD_00588	COG0654
120619-bin26|PROKKA_MOD_00592	COG0498
120619-bin26|PROKKA_MOD_00593	COG0596
120619-bin26|PROKKA_MOD_00595	COG1666
120619-bin26|PROKKA_MOD_00596	COG0491
120619-bin26|PROKKA_MOD_00597	COG0019
120619-bin26|PROKKA_MOD_00601	COG3346
120619-bin26|PROKKA_MOD_00603	COG1612
120619-bin26|PROKKA_MOD_00604	COG0109
120619-bin26|PROKKA_MOD_00605	COG1999
120619-bin26|PROKKA_MOD_00606	COG2365
120619-bin26|PROKKA_MOD_00607	COG0604
120619-bin26|PROKKA_MOD_00608	COG2918
120619-bin26|PROKKA_MOD_00609	COG1866
120619-bin26|PROKKA_MOD_00610	COG1495
120619-bin26|PROKKA_MOD_00611	COG0749
120619-bin26|PROKKA_MOD_00613	COG0218
120619-bin26|PROKKA_MOD_00614	COG2863
120619-bin26|PROKKA_MOD_00616	COG3245
120619-bin26|PROKKA_MOD_00618	COG1011
120619-bin26|PROKKA_MOD_00619	COG4974
120619-bin26|PROKKA_MOD_00620	COG3159
120619-bin26|PROKKA_MOD_00621	COG0253
120619-bin26|PROKKA_MOD_00622	COG0019
120619-bin26|PROKKA_MOD_00623	COG0499
120619-bin26|PROKKA_MOD_00624	COG0192
120619-bin26|PROKKA_MOD_00625	COG0685
120619-bin26|PROKKA_MOD_00626	COG0021
120619-bin26|PROKKA_MOD_00628	COG1738
120619-bin26|PROKKA_MOD_00629	COG0229
120619-bin26|PROKKA_MOD_00630	COG0728
120619-bin26|PROKKA_MOD_00631	COG0196
120619-bin26|PROKKA_MOD_00632	COG0060
120619-bin26|PROKKA_MOD_00633	COG0597
120619-bin26|PROKKA_MOD_00634	COG0761
120619-bin26|PROKKA_MOD_00635	COG3023
120619-bin26|PROKKA_MOD_00638	COG0234
120619-bin26|PROKKA_MOD_00639	COG0459
120619-bin26|PROKKA_MOD_00641	COG0124
120619-bin26|PROKKA_MOD_00642	COG0821
120619-bin26|PROKKA_MOD_00643	COG1426
120619-bin26|PROKKA_MOD_00644	COG0820
120619-bin26|PROKKA_MOD_00645	COG0105
120619-bin26|PROKKA_MOD_00646	COG2975
120619-bin26|PROKKA_MOD_00647	COG0633
120619-bin26|PROKKA_MOD_00648	COG0316
120619-bin26|PROKKA_MOD_00649	COG0822
120619-bin26|PROKKA_MOD_00650	COG1104
120619-bin26|PROKKA_MOD_00651	COG1959
120619-bin26|PROKKA_MOD_00652	COG0152
120619-bin26|PROKKA_MOD_00653	COG3317
120619-bin26|PROKKA_MOD_00654	COG0329
120619-bin26|PROKKA_MOD_00655	COG1225
120619-bin26|PROKKA_MOD_00656	COG0628
120619-bin26|PROKKA_MOD_00657	COG0407
120619-bin26|PROKKA_MOD_00658	COG0493
120619-bin26|PROKKA_MOD_00659	COG0069
120619-bin26|PROKKA_MOD_00660	COG0337
120619-bin26|PROKKA_MOD_00661	COG0703
120619-bin26|PROKKA_MOD_00662	COG5009
120619-bin26|PROKKA_MOD_00663	COG1309
120619-bin26|PROKKA_MOD_00666	COG4517
120619-bin26|PROKKA_MOD_00667	COG3540
120619-bin26|PROKKA_MOD_00668	COG1949
120619-bin26|PROKKA_MOD_00669	COG1162
120619-bin26|PROKKA_MOD_00670	COG2226
120619-bin26|PROKKA_MOD_00672	COG0661
120619-bin26|PROKKA_MOD_00675	COG0805
120619-bin26|PROKKA_MOD_00676	COG1611
120619-bin26|PROKKA_MOD_00677	COG1960
120619-bin26|PROKKA_MOD_00678	COG1490
120619-bin26|PROKKA_MOD_00679	COG3588
120619-bin26|PROKKA_MOD_00682	COG0318
120619-bin26|PROKKA_MOD_00683	COG0183
120619-bin26|PROKKA_MOD_00684	COG2070
120619-bin26|PROKKA_MOD_00685	COG3670
120619-bin26|PROKKA_MOD_00686	COG0183
120619-bin26|PROKKA_MOD_00688	COG1629
120619-bin26|PROKKA_MOD_00690	COG0382
120619-bin26|PROKKA_MOD_00691	COG3161
120619-bin26|PROKKA_MOD_00692	COG1773
120619-bin26|PROKKA_MOD_00693	COG1301
120619-bin26|PROKKA_MOD_00694	COG3808
120619-bin26|PROKKA_MOD_00695	COG1200
120619-bin26|PROKKA_MOD_00697	COG1561
120619-bin26|PROKKA_MOD_00698	COG0194
120619-bin26|PROKKA_MOD_00699	COG1758
120619-bin26|PROKKA_MOD_00700	COG0317
120619-bin26|PROKKA_MOD_00701	COG0308
120619-bin26|PROKKA_MOD_00703	COG4760
120619-bin26|PROKKA_MOD_00707	COG4547
120619-bin26|PROKKA_MOD_00708	COG0714
120619-bin26|PROKKA_MOD_00709	COG1946
120619-bin26|PROKKA_MOD_00714	COG1028
120619-bin26|PROKKA_MOD_00715	COG2924
120619-bin26|PROKKA_MOD_00716	COG1194
120619-bin26|PROKKA_MOD_00717	COG0588
120619-bin26|PROKKA_MOD_00718	COG0607
120619-bin26|PROKKA_MOD_00719	COG4704
120619-bin26|PROKKA_MOD_00720	COG0695
120619-bin26|PROKKA_MOD_00721	COG2204
120619-bin26|PROKKA_MOD_00722	COG3852
120619-bin26|PROKKA_MOD_00723	COG0174
120619-bin26|PROKKA_MOD_00724	COG3150
120619-bin26|PROKKA_MOD_00725	COG3151
120619-bin26|PROKKA_MOD_00728	COG1028
120619-bin26|PROKKA_MOD_00729	COG0625
120619-bin26|PROKKA_MOD_00730	COG2081
120619-bin26|PROKKA_MOD_00734	COG0208
120619-bin26|PROKKA_MOD_00735	COG0209
120619-bin26|PROKKA_MOD_00737	COG1960
120619-bin26|PROKKA_MOD_00738	COG0607
120619-bin26|PROKKA_MOD_00739	COG2265
120619-bin26|PROKKA_MOD_00740	COG0694
120619-bin26|PROKKA_MOD_00742	COG1197
120619-bin26|PROKKA_MOD_00743	COG1960
120619-bin26|PROKKA_MOD_00744	COG1960
120619-bin26|PROKKA_MOD_00747	COG4667
120619-bin26|PROKKA_MOD_00748	COG0119
120619-bin26|PROKKA_MOD_00749	COG1804
120619-bin26|PROKKA_MOD_00750	COG1629
120619-bin26|PROKKA_MOD_00751	COG0145
120619-bin26|PROKKA_MOD_00752	COG0146
120619-bin26|PROKKA_MOD_00754	COG0318
120619-bin26|PROKKA_MOD_00755	COG1028
120619-bin26|PROKKA_MOD_00756	COG0405
120619-bin26|PROKKA_MOD_00757	COG1989
120619-bin26|PROKKA_MOD_00759	COG3660
120619-bin26|PROKKA_MOD_00760	COG0438
120619-bin26|PROKKA_MOD_00761	COG0693
120619-bin26|PROKKA_MOD_00762	COG0596
120619-bin26|PROKKA_MOD_00763	COG5470
120619-bin26|PROKKA_MOD_00764	COG0691
120619-bin26|PROKKA_MOD_00766	COG0733
120619-bin26|PROKKA_MOD_00767	COG2867
120619-bin26|PROKKA_MOD_00768	COG2914
120619-bin26|PROKKA_MOD_00769	COG2913
120619-bin26|PROKKA_MOD_00770	COG0735
120619-bin26|PROKKA_MOD_00771	COG0576
120619-bin26|PROKKA_MOD_00773	COG0624
120619-bin26|PROKKA_MOD_00774	COG0548
120619-bin26|PROKKA_MOD_00775	COG0002
120619-bin26|PROKKA_MOD_00776	COG0165
120619-bin26|PROKKA_MOD_00779	COG1629
120619-bin26|PROKKA_MOD_00781	COG0697
120619-bin26|PROKKA_MOD_00782	COG0624
120619-bin26|PROKKA_MOD_00785	COG4341
120619-bin26|PROKKA_MOD_00787	COG3340
120619-bin26|PROKKA_MOD_00789	COG4221
120619-bin26|PROKKA_MOD_00792	COG0187
120619-bin26|PROKKA_MOD_00793	COG1195
120619-bin26|PROKKA_MOD_00794	COG0592
120619-bin26|PROKKA_MOD_00795	COG0593
120619-bin26|PROKKA_MOD_00796	COG0230
120619-bin26|PROKKA_MOD_00797	COG0706
120619-bin26|PROKKA_MOD_00798	COG0486
120619-bin26|PROKKA_MOD_00799	COG0057
120619-bin26|PROKKA_MOD_00800	COG1726
120619-bin26|PROKKA_MOD_00801	COG1805
120619-bin26|PROKKA_MOD_00802	COG2869
120619-bin26|PROKKA_MOD_00803	COG1347
120619-bin26|PROKKA_MOD_00804	COG2209
120619-bin26|PROKKA_MOD_00805	COG2871
120619-bin26|PROKKA_MOD_00806	COG1477
120619-bin26|PROKKA_MOD_00807	COG0538
120619-bin26|PROKKA_MOD_00808	COG2127
120619-bin26|PROKKA_MOD_00809	COG0542
120619-bin26|PROKKA_MOD_00810	COG0361
120619-bin26|PROKKA_MOD_00813	COG1028
120619-bin26|PROKKA_MOD_00814	COG0530
120619-bin26|PROKKA_MOD_00817	COG0775
120619-bin26|PROKKA_MOD_00818	COG4993
120619-bin26|PROKKA_MOD_00824	COG0405
120619-bin26|PROKKA_MOD_00825	COG0471
120619-bin26|PROKKA_MOD_00828	COG0167
120619-bin26|PROKKA_MOD_00829	COG1210
120619-bin26|PROKKA_MOD_00830	COG0705
120619-bin26|PROKKA_MOD_00831	COG0061
120619-bin26|PROKKA_MOD_00832	COG0846
120619-bin26|PROKKA_MOD_00833	COG1064
120619-bin26|PROKKA_MOD_00834	COG1960
120619-bin26|PROKKA_MOD_00835	COG1960
120619-bin26|PROKKA_MOD_00838	COG5488
120619-bin26|PROKKA_MOD_00839	COG4992
120619-bin26|PROKKA_MOD_00840	COG0188
120619-bin26|PROKKA_MOD_00841	COG0187
120619-bin26|PROKKA_MOD_00842	COG1538
120619-bin26|PROKKA_MOD_00844	COG0583
120619-bin26|PROKKA_MOD_00845	COG1960
120619-bin26|PROKKA_MOD_00846	COG2925
120619-bin26|PROKKA_MOD_00847	COG0471
120619-bin26|PROKKA_MOD_00848	COG0668
120619-bin26|PROKKA_MOD_00850	COG2200
120619-bin26|PROKKA_MOD_00852	COG2072
120619-bin26|PROKKA_MOD_00853	COG2072
120619-bin26|PROKKA_MOD_00854	COG2234
120619-bin26|PROKKA_MOD_00857	COG0781
120619-bin26|PROKKA_MOD_00858	COG0054
120619-bin26|PROKKA_MOD_00859	COG0108
120619-bin26|PROKKA_MOD_00860	COG0117
120619-bin26|PROKKA_MOD_00861	COG1327
120619-bin26|PROKKA_MOD_00862	COG0112
120619-bin26|PROKKA_MOD_00863	COG0621
120619-bin26|PROKKA_MOD_00864	COG1702
120619-bin26|PROKKA_MOD_00865	COG0319
120619-bin26|PROKKA_MOD_00866	COG4535
120619-bin26|PROKKA_MOD_00867	COG0815
120619-bin26|PROKKA_MOD_00869	COG1250
120619-bin26|PROKKA_MOD_00871	COG1136
120619-bin26|PROKKA_MOD_00872	COG2755
120619-bin26|PROKKA_MOD_00873	COG3502
120619-bin26|PROKKA_MOD_00874	COG0225
120619-bin26|PROKKA_MOD_00876	COG1476
120619-bin26|PROKKA_MOD_00878	COG2109
120619-bin26|PROKKA_MOD_00879	COG4206
120619-bin26|PROKKA_MOD_00880	COG1024
120619-bin26|PROKKA_MOD_00881	COG0183
120619-bin26|PROKKA_MOD_00882	COG0183
120619-bin26|PROKKA_MOD_00883	COG1545
120619-bin26|PROKKA_MOD_00884	COG1545
120619-bin26|PROKKA_MOD_00885	COG0318
120619-bin26|PROKKA_MOD_00886	COG1028
120619-bin26|PROKKA_MOD_00887	COG4221
120619-bin26|PROKKA_MOD_00888	COG0276
120619-bin26|PROKKA_MOD_00890	COG0180
120619-bin26|PROKKA_MOD_00892	COG0534
120619-bin26|PROKKA_MOD_00894	COG1309
120619-bin26|PROKKA_MOD_00897	COG2273
120619-bin26|PROKKA_MOD_00899	COG1028
120619-bin26|PROKKA_MOD_00901	COG1063
120619-bin26|PROKKA_MOD_00902	COG3000
120619-bin26|PROKKA_MOD_00904	COG1214
120619-bin26|PROKKA_MOD_00905	COG1968
120619-bin26|PROKKA_MOD_00907	COG0014
120619-bin26|PROKKA_MOD_00908	COG0263
120619-bin26|PROKKA_MOD_00910	COG0809
120619-bin26|PROKKA_MOD_00911	COG0343
120619-bin26|PROKKA_MOD_00913	COG1292
120619-bin26|PROKKA_MOD_00914	COG0596
120619-bin26|PROKKA_MOD_00915	COG2272
120619-bin26|PROKKA_MOD_00916	COG0604
120619-bin26|PROKKA_MOD_00917	COG1028
120619-bin26|PROKKA_MOD_00919	COG0845
120619-bin26|PROKKA_MOD_00920	COG0841
120619-bin26|PROKKA_MOD_00921	COG1722
120619-bin26|PROKKA_MOD_00922	COG0142
120619-bin26|PROKKA_MOD_00923	COG1154
120619-bin26|PROKKA_MOD_00925	COG0584
120619-bin26|PROKKA_MOD_00926	COG2226
120619-bin26|PROKKA_MOD_00929	COG2270
120619-bin26|PROKKA_MOD_00930	COG0491
120619-bin26|PROKKA_MOD_00932	COG0537
120619-bin26|PROKKA_MOD_00936	COG0498
120619-bin26|PROKKA_MOD_00937	COG1186
120619-bin26|PROKKA_MOD_00938	COG1190
120619-bin26|PROKKA_MOD_00940	COG0039
120619-bin26|PROKKA_MOD_00941	COG3145
120619-bin26|PROKKA_MOD_00943	COG0571
120619-bin26|PROKKA_MOD_00944	COG0681
120619-bin26|PROKKA_MOD_00945	COG0481
120619-bin26|PROKKA_MOD_00946	COG0265
120619-bin26|PROKKA_MOD_00948	COG1595
120619-bin26|PROKKA_MOD_00949	COG0304
120619-bin26|PROKKA_MOD_00950	COG1559
120619-bin26|PROKKA_MOD_00951	COG0125
120619-bin26|PROKKA_MOD_00953	COG1028
120619-bin26|PROKKA_MOD_00954	COG0695
120619-bin26|PROKKA_MOD_00955	COG1115
120619-bin26|PROKKA_MOD_00958	COG4166
120619-bin26|PROKKA_MOD_00959	COG0601
120619-bin26|PROKKA_MOD_00960	COG1173
120619-bin26|PROKKA_MOD_00963	COG1506
120619-bin26|PROKKA_MOD_00970	COG1629
120619-bin26|PROKKA_MOD_00971	COG4783
120619-bin26|PROKKA_MOD_00973	COG1729
120619-bin26|PROKKA_MOD_00974	COG2885
120619-bin26|PROKKA_MOD_00975	COG0823
120619-bin26|PROKKA_MOD_00977	COG0794
120619-bin26|PROKKA_MOD_00978	COG2854
120619-bin26|PROKKA_MOD_00979	COG5007
120619-bin26|PROKKA_MOD_00980	COG0766
120619-bin26|PROKKA_MOD_00981	COG0265
120619-bin26|PROKKA_MOD_00982	COG1485
120619-bin26|PROKKA_MOD_00983	COG0102
120619-bin26|PROKKA_MOD_00984	COG0103
120619-bin26|PROKKA_MOD_00986	COG4230
120619-bin26|PROKKA_MOD_00987	COG0842
120619-bin26|PROKKA_MOD_00988	COG1131
120619-bin26|PROKKA_MOD_00989	COG2175
120619-bin26|PROKKA_MOD_00990	COG0212
120619-bin26|PROKKA_MOD_00991	COG1733
120619-bin26|PROKKA_MOD_00992	COG0450
120619-bin26|PROKKA_MOD_00993	COG1045
120619-bin26|PROKKA_MOD_00994	COG0031
120619-bin26|PROKKA_MOD_00995	COG3047
120619-bin26|PROKKA_MOD_00997	COG0288
120619-bin26|PROKKA_MOD_00999	COG1012
120619-bin26|PROKKA_MOD_01000	COG3173
120619-bin26|PROKKA_MOD_01003	COG1028
120619-bin26|PROKKA_MOD_01006	COG0084
120619-bin26|PROKKA_MOD_01008	COG0714
120619-bin26|PROKKA_MOD_01009	COG3825
120619-bin26|PROKKA_MOD_01013	COG2802
120619-bin26|PROKKA_MOD_01014	COG2130
120619-bin26|PROKKA_MOD_01016	COG0799
120619-bin26|PROKKA_MOD_01017	COG1576
120619-bin26|PROKKA_MOD_01018	COG0768
120619-bin26|PROKKA_MOD_01021	COG0469
120619-bin26|PROKKA_MOD_01022	COG0364
120619-bin26|PROKKA_MOD_01023	COG0129
120619-bin26|PROKKA_MOD_01024	COG0800
120619-bin26|PROKKA_MOD_01026	COG4764
120619-bin26|PROKKA_MOD_01027	COG1026
120619-bin26|PROKKA_MOD_01030	COG0041
120619-bin26|PROKKA_MOD_01031	COG0242
120619-bin26|PROKKA_MOD_01032	COG0223
120619-bin26|PROKKA_MOD_01033	COG0569
120619-bin26|PROKKA_MOD_01034	COG0168
120619-bin26|PROKKA_MOD_01035	COG1560
120619-bin26|PROKKA_MOD_01040	COG3156
120619-bin26|PROKKA_MOD_01045	COG1459
120619-bin26|PROKKA_MOD_01046	COG2804
120619-bin26|PROKKA_MOD_01047	COG1450
120619-bin26|PROKKA_MOD_01051	COG0848
120619-bin26|PROKKA_MOD_01052	COG0811
120619-bin26|PROKKA_MOD_01053	COG0811
120619-bin26|PROKKA_MOD_01055	COG0565
120619-bin26|PROKKA_MOD_01056	COG0483
120619-bin26|PROKKA_MOD_01057	COG0341
120619-bin26|PROKKA_MOD_01058	COG0342
120619-bin26|PROKKA_MOD_01059	COG1862
120619-bin26|PROKKA_MOD_01060	COG0460
120619-bin26|PROKKA_MOD_01061	COG1651
120619-bin26|PROKKA_MOD_01062	COG4974
120619-bin26|PROKKA_MOD_01063	COG0335
120619-bin26|PROKKA_MOD_01064	COG0336
120619-bin26|PROKKA_MOD_01065	COG0806
120619-bin26|PROKKA_MOD_01068	COG1171
120619-bin26|PROKKA_MOD_01069	COG5522
120619-bin26|PROKKA_MOD_01070	COG1225
120619-bin26|PROKKA_MOD_01071	COG4232
120619-bin26|PROKKA_MOD_01073	COG0357
120619-bin26|PROKKA_MOD_01074	COG1192
120619-bin26|PROKKA_MOD_01075	COG1475
120619-bin26|PROKKA_MOD_01077	COG0356
120619-bin26|PROKKA_MOD_01078	COG0636
120619-bin26|PROKKA_MOD_01079	COG0711
120619-bin26|PROKKA_MOD_01080	COG0712
120619-bin26|PROKKA_MOD_01083	COG0355
120619-bin26|PROKKA_MOD_01084	COG0055
120619-bin26|PROKKA_MOD_01085	COG0224
120619-bin26|PROKKA_MOD_01086	COG0056
120619-bin26|PROKKA_MOD_01088	COG1171
120619-bin26|PROKKA_MOD_01089	COG5522
120619-bin26|PROKKA_MOD_01090	COG4232
120619-bin26|PROKKA_MOD_01091	COG0544
120619-bin26|PROKKA_MOD_01092	COG0740
120619-bin26|PROKKA_MOD_01093	COG1219
120619-bin26|PROKKA_MOD_01094	COG0466
120619-bin26|PROKKA_MOD_01095	COG2211
120619-bin26|PROKKA_MOD_01096	COG0596
120619-bin26|PROKKA_MOD_01098	COG2050
120619-bin26|PROKKA_MOD_01099	COG1680
120619-bin26|PROKKA_MOD_01101	COG1974
120619-bin26|PROKKA_MOD_01103	COG0550
120619-bin26|PROKKA_MOD_01108	COG1737
120619-bin26|PROKKA_MOD_01109	COG0210
120619-bin26|PROKKA_MOD_01110	COG4663
120619-bin26|PROKKA_MOD_01115	COG1560
120619-bin26|PROKKA_MOD_01116	COG1519
120619-bin26|PROKKA_MOD_01119	COG2072
120619-bin26|PROKKA_MOD_01121	COG0607
120619-bin26|PROKKA_MOD_01122	COG0412
120619-bin26|PROKKA_MOD_01123	COG1629
120619-bin26|PROKKA_MOD_01124	COG0438
120619-bin26|PROKKA_MOD_01125	COG0577
120619-bin26|PROKKA_MOD_01126	COG0845
120619-bin26|PROKKA_MOD_01127	COG1136
120619-bin26|PROKKA_MOD_01128	COG1250
120619-bin26|PROKKA_MOD_01130	COG2211
120619-bin26|PROKKA_MOD_01133	COG0009
120619-bin26|PROKKA_MOD_01134	COG0408
120619-bin26|PROKKA_MOD_01135	COG0169
120619-bin26|PROKKA_MOD_01136	COG3529
120619-bin26|PROKKA_MOD_01137	COG1622
120619-bin26|PROKKA_MOD_01139	COG0612
120619-bin26|PROKKA_MOD_01140	COG2124
120619-bin26|PROKKA_MOD_01141	COG0488
120619-bin26|PROKKA_MOD_01144	COG4166
120619-bin26|PROKKA_MOD_01145	COG0601
120619-bin26|PROKKA_MOD_01149	COG2040
120619-bin26|PROKKA_MOD_01152	COG2070
120619-bin26|PROKKA_MOD_01153	COG0625
120619-bin26|PROKKA_MOD_01154	COG0596
120619-bin26|PROKKA_MOD_01159	COG2165
120619-bin26|PROKKA_MOD_01160	COG1459
120619-bin26|PROKKA_MOD_01163	COG0774
120619-bin26|PROKKA_MOD_01164	COG0566
120619-bin26|PROKKA_MOD_01171	COG2326
120619-bin26|PROKKA_MOD_01175	COG0772
120619-bin26|PROKKA_MOD_01176	COG2951
120619-bin26|PROKKA_MOD_01177	COG1686
120619-bin26|PROKKA_MOD_01178	COG0115
120619-bin26|PROKKA_MOD_01180	COG0678
120619-bin26|PROKKA_MOD_01181	COG4496
120619-bin26|PROKKA_MOD_01182	COG0040
120619-bin26|PROKKA_MOD_01183	COG0141
120619-bin26|PROKKA_MOD_01187	COG0217
120619-bin26|PROKKA_MOD_01189	COG0824
120619-bin26|PROKKA_MOD_01190	COG0811
120619-bin26|PROKKA_MOD_01191	COG0848
120619-bin26|PROKKA_MOD_01193	COG0776
120619-bin26|PROKKA_MOD_01195	COG0623
120619-bin26|PROKKA_MOD_01196	COG0405
120619-bin26|PROKKA_MOD_01198	COG3631
120619-bin26|PROKKA_MOD_01199	COG0735
120619-bin26|PROKKA_MOD_01200	COG2220
120619-bin26|PROKKA_MOD_01204	COG3127
120619-bin26|PROKKA_MOD_01205	COG1629
120619-bin26|PROKKA_MOD_01206	COG1309
120619-bin26|PROKKA_MOD_01210	COG0386
120619-bin26|PROKKA_MOD_01211	COG0120
120619-bin26|PROKKA_MOD_01212	COG1171
120619-bin26|PROKKA_MOD_01215	COG0015
120619-bin26|PROKKA_MOD_01216	COG2224
120619-bin26|PROKKA_MOD_01217	COG0245
120619-bin26|PROKKA_MOD_01218	COG0496
120619-bin26|PROKKA_MOD_01219	COG2518
120619-bin26|PROKKA_MOD_01220	COG2035
120619-bin26|PROKKA_MOD_01224	COG4380
120619-bin26|PROKKA_MOD_01225	COG4259
120619-bin26|PROKKA_MOD_01227	COG1462
120619-bin26|PROKKA_MOD_01231	COG0438
120619-bin26|PROKKA_MOD_01243	COG4536
120619-bin26|PROKKA_MOD_01245	COG2141
120619-bin26|PROKKA_MOD_01246	COG2609
120619-bin26|PROKKA_MOD_01248	COG3491
120619-bin26|PROKKA_MOD_01251	COG5470
120619-bin26|PROKKA_MOD_01252	COG2225
120619-bin26|PROKKA_MOD_01253	COG1609
120619-bin26|PROKKA_MOD_01254	COG4146
120619-bin26|PROKKA_MOD_01255	COG0837
120619-bin26|PROKKA_MOD_01256	COG0173
120619-bin26|PROKKA_MOD_01257	COG2331
120619-bin26|PROKKA_MOD_01258	COG0442
120619-bin26|PROKKA_MOD_01259	COG0183
120619-bin26|PROKKA_MOD_01260	COG2070
120619-bin26|PROKKA_MOD_01262	COG3818
120619-bin26|PROKKA_MOD_01263	COG0624
120619-bin26|PROKKA_MOD_01264	COG0449
120619-bin26|PROKKA_MOD_01271	COG2070
120619-bin26|PROKKA_MOD_01274	COG1902
120619-bin26|PROKKA_MOD_01275	COG0686
120619-bin26|PROKKA_MOD_01277	COG2891
120619-bin26|PROKKA_MOD_01280	COG0177
120619-bin26|PROKKA_MOD_01281	COG1960
120619-bin26|PROKKA_MOD_01282	COG1960
120619-bin26|PROKKA_MOD_01284	COG1960
120619-bin26|PROKKA_MOD_01285	COG1960
120619-bin26|PROKKA_MOD_01288	COG1629
120619-bin26|PROKKA_MOD_01291	COG1596
120619-bin26|PROKKA_MOD_01292	COG1004
120619-bin26|PROKKA_MOD_01293	COG3119
120619-bin26|PROKKA_MOD_01297	COG0703
120619-bin26|PROKKA_MOD_01299	COG2239
120619-bin26|PROKKA_MOD_01305	COG1508
120619-bin26|PROKKA_MOD_01306	COG1137
120619-bin26|PROKKA_MOD_01308	COG0517
120619-bin26|PROKKA_MOD_01309	COG1473
120619-bin26|PROKKA_MOD_01310	COG3752
120619-bin26|PROKKA_MOD_01311	COG1060
120619-bin26|PROKKA_MOD_01312	COG2133
120619-bin26|PROKKA_MOD_01313	COG0673
120619-bin26|PROKKA_MOD_01314	COG0279
120619-bin26|PROKKA_MOD_01315	COG0483
120619-bin26|PROKKA_MOD_01317	COG0347
120619-bin26|PROKKA_MOD_01318	COG0324
120619-bin26|PROKKA_MOD_01319	COG0330
120619-bin26|PROKKA_MOD_01322	COG0693
120619-bin26|PROKKA_MOD_01323	COG3917
120619-bin26|PROKKA_MOD_01330	COG1450
120619-bin26|PROKKA_MOD_01334	COG3119
120619-bin26|PROKKA_MOD_01338	COG1228
120619-bin26|PROKKA_MOD_01340	COG0391
120619-bin26|PROKKA_MOD_01341	COG1478
120619-bin26|PROKKA_MOD_01342	COG2085
120619-bin26|PROKKA_MOD_01343	COG3156
120619-bin26|PROKKA_MOD_01348	COG1012
120619-bin26|PROKKA_MOD_01349	COG0415
120619-bin26|PROKKA_MOD_01351	COG1173
120619-bin26|PROKKA_MOD_01352	COG0601
120619-bin26|PROKKA_MOD_01355	COG0137
120619-bin26|PROKKA_MOD_01356	COG0078
120619-bin26|PROKKA_MOD_01357	COG0451
120619-bin26|PROKKA_MOD_01358	COG1086
120619-bin26|PROKKA_MOD_01360	COG3491
120619-bin26|PROKKA_MOD_01363	COG0807
120619-bin26|PROKKA_MOD_01364	COG1267
120619-bin26|PROKKA_MOD_01365	COG0611
120619-bin26|PROKKA_MOD_01369	COG1773
120619-bin26|PROKKA_MOD_01370	COG2211
120619-bin26|PROKKA_MOD_01374	COG0300
120619-bin26|PROKKA_MOD_01375	COG0667
120619-bin26|PROKKA_MOD_01376	COG0789
120619-bin26|PROKKA_MOD_01380	COG4770
120619-bin26|PROKKA_MOD_01385	COG0625
120619-bin26|PROKKA_MOD_01389	COG2124
120619-bin26|PROKKA_MOD_01390	COG2124
120619-bin26|PROKKA_MOD_01395	COG2175
120619-bin26|PROKKA_MOD_01398	COG2303
120619-bin26|PROKKA_MOD_01402	COG0468
120619-bin26|PROKKA_MOD_01403	COG1146
120619-bin26|PROKKA_MOD_01406	COG3156
120619-bin26|PROKKA_MOD_01409	COG1596
120619-bin26|PROKKA_MOD_01412	COG0841
120619-bin26|PROKKA_MOD_01417	COG3175
120619-bin26|PROKKA_MOD_01418	COG1845
120619-bin26|PROKKA_MOD_01420	COG0741
120619-bin26|PROKKA_MOD_01422	COG0516
120619-bin26|PROKKA_MOD_01423	COG0602
120619-bin26|PROKKA_MOD_01424	COG0603
120619-bin26|PROKKA_MOD_01425	COG2154
120619-bin26|PROKKA_MOD_01428	COG3686
120619-bin26|PROKKA_MOD_01430	COG0841
120619-bin26|PROKKA_MOD_01432	COG0780
120619-bin26|PROKKA_MOD_01433	COG0842
120619-bin26|PROKKA_MOD_01434	COG1131
120619-bin26|PROKKA_MOD_01436	COG2050
120619-bin26|PROKKA_MOD_01437	COG3000
120619-bin26|PROKKA_MOD_01442	COG0167
120619-bin26|PROKKA_MOD_01443	COG1210
120619-bin26|PROKKA_MOD_01444	COG0705
120619-bin26|PROKKA_MOD_01446	COG3175
120619-bin26|PROKKA_MOD_01447	COG1845
120619-bin26|PROKKA_MOD_01448	COG0322
120619-bin26|PROKKA_MOD_01450	COG2267
120619-bin26|PROKKA_MOD_01451	COG0332
120619-bin26|PROKKA_MOD_01452	COG1159
120619-bin26|PROKKA_MOD_01453	COG1381
120619-bin26|PROKKA_MOD_01454	COG0736
120619-bin26|PROKKA_MOD_01455	COG0563
120619-bin26|PROKKA_MOD_01456	COG4147
120619-bin26|PROKKA_MOD_01460	COG0615
120619-bin26|PROKKA_MOD_01464	COG0625
120619-bin26|PROKKA_MOD_01469	COG1902
120619-bin26|PROKKA_MOD_01476	COG0139
120619-bin26|PROKKA_MOD_01477	COG0107
120619-bin26|PROKKA_MOD_01478	COG0106
120619-bin26|PROKKA_MOD_01481	COG2084
120619-bin26|PROKKA_MOD_01483	COG0438
120619-bin26|PROKKA_MOD_01484	COG0115
120619-bin26|PROKKA_MOD_01486	COG0445
120619-bin26|PROKKA_MOD_01489	COG0040
120619-bin26|PROKKA_MOD_01490	COG4496
120619-bin26|PROKKA_MOD_01491	COG0678
120619-bin26|PROKKA_MOD_01498	COG1359
120619-bin26|PROKKA_MOD_01500	COG1574
120619-bin26|PROKKA_MOD_01503	COG4247
120619-bin26|PROKKA_MOD_01506	COG1309
